employee_id,fecha,dia_semana,org_unit_id,cargo,shift_id,es_saliente,nota
17654321-9,2026-02-23,LUN,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
17654321-9,2026-02-24,MAR,UO_PRUEBA,Operador,S_1430_2130_60,0,etapa3_final
17654321-9,2026-02-25,MIE,UO_PRUEBA,Operador,S_0800-1430_60,0,etapa3_final
17654321-9,2026-02-26,JUE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
17654321-9,2026-02-27,VIE,UO_PRUEBA,Operador,S_0730_1500_60,0,etapa3_final
17654321-9,2026-02-28,SAB,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
17654321-9,2026-03-01,DOM,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
17654321-9,2026-03-02,LUN,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
17654321-9,2026-03-03,MAR,UO_PRUEBA,Operador,S_1430_2130_60,0,etapa3_final
17654321-9,2026-03-04,MIE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
17654321-9,2026-03-05,JUE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
17654321-9,2026-03-06,VIE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
17654321-9,2026-03-07,SAB,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
17654321-9,2026-03-08,DOM,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
17654321-9,2026-03-09,LUN,UO_PRUEBA,Operador,S_1430_2130_60,0,etapa3_final
17654321-9,2026-03-10,MAR,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
17654321-9,2026-03-11,MIE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
17654321-9,2026-03-12,JUE,UO_PRUEBA,Operador,S_1430_2130_60,0,etapa3_final
17654321-9,2026-03-13,VIE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
17654321-9,2026-03-14,SAB,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
17654321-9,2026-03-15,DOM,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
17654321-9,2026-03-16,LUN,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
17654321-9,2026-03-17,MAR,UO_PRUEBA,Operador,S_1430_2130_60,0,etapa3_final
17654321-9,2026-03-18,MIE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
17654321-9,2026-03-19,JUE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
17654321-9,2026-03-20,VIE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
17654321-9,2026-03-21,SAB,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
17654321-9,2026-03-22,DOM,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
17654321-9,2026-03-23,LUN,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
17654321-9,2026-03-24,MAR,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
17654321-9,2026-03-25,MIE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
17654321-9,2026-03-26,JUE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
17654321-9,2026-03-27,VIE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
17654321-9,2026-03-28,SAB,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
17654321-9,2026-03-29,DOM,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
21456789-1,2026-02-23,LUN,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
21456789-1,2026-02-24,MAR,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
21456789-1,2026-02-25,MIE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
21456789-1,2026-02-26,JUE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
21456789-1,2026-02-27,VIE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
21456789-1,2026-02-28,SAB,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
21456789-1,2026-03-01,DOM,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
21456789-1,2026-03-02,LUN,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
21456789-1,2026-03-03,MAR,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
21456789-1,2026-03-04,MIE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
21456789-1,2026-03-05,JUE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
21456789-1,2026-03-06,VIE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
21456789-1,2026-03-07,SAB,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
21456789-1,2026-03-08,DOM,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
21456789-1,2026-03-09,LUN,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
21456789-1,2026-03-10,MAR,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
21456789-1,2026-03-11,MIE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
21456789-1,2026-03-12,JUE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
21456789-1,2026-03-13,VIE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
21456789-1,2026-03-14,SAB,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
21456789-1,2026-03-15,DOM,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
21456789-1,2026-03-16,LUN,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
21456789-1,2026-03-17,MAR,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
21456789-1,2026-03-18,MIE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
21456789-1,2026-03-19,JUE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
21456789-1,2026-03-20,VIE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
21456789-1,2026-03-21,SAB,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
21456789-1,2026-03-22,DOM,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
21456789-1,2026-03-23,LUN,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
21456789-1,2026-03-24,MAR,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
21456789-1,2026-03-25,MIE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
21456789-1,2026-03-26,JUE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
21456789-1,2026-03-27,VIE,UO_PRUEBA,Operador,S_1430_2130_60,0,etapa3_final
21456789-1,2026-03-28,SAB,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
21456789-1,2026-03-29,DOM,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
24567890-1,2026-02-23,LUN,UO_PRUEBA,Operador,S_0730_1600_60,0,etapa3_final
24567890-1,2026-02-24,MAR,UO_PRUEBA,Operador,S_1130_2130_60,0,etapa3_final
24567890-1,2026-02-25,MIE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
24567890-1,2026-02-26,JUE,UO_PRUEBA,Operador,S_0730_1500_60,0,etapa3_final
24567890-1,2026-02-27,VIE,UO_PRUEBA,Operador,S_1430_2130_60,0,etapa3_final
24567890-1,2026-02-28,SAB,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
24567890-1,2026-03-01,DOM,UO_PRUEBA,Operador,S_1130_2130_60,0,etapa3_final
24567890-1,2026-03-02,LUN,UO_PRUEBA,Operador,S_0800-1430_60,0,etapa3_final
24567890-1,2026-03-03,MAR,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
24567890-1,2026-03-04,MIE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
24567890-1,2026-03-05,JUE,UO_PRUEBA,Operador,S_1130_2130_60,0,etapa3_final
24567890-1,2026-03-06,VIE,UO_PRUEBA,Operador,S_1130_2130_60,0,etapa3_final
24567890-1,2026-03-07,SAB,UO_PRUEBA,Operador,S_1130_2130_60,0,etapa3_final
24567890-1,2026-03-08,DOM,UO_PRUEBA,Operador,S_0800-1430_60,0,etapa3_final
24567890-1,2026-03-09,LUN,UO_PRUEBA,Operador,S_0730_1630_60,0,etapa3_final
24567890-1,2026-03-10,MAR,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
24567890-1,2026-03-11,MIE,UO_PRUEBA,Operador,S_1130_2130_60,0,etapa3_final
24567890-1,2026-03-12,JUE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
24567890-1,2026-03-13,VIE,UO_PRUEBA,Operador,S_1130_2130_60,0,etapa3_final
24567890-1,2026-03-14,SAB,UO_PRUEBA,Operador,S_1430_2130_60,0,etapa3_final
24567890-1,2026-03-15,DOM,UO_PRUEBA,Operador,S_1430_2130_60,0,etapa3_final
24567890-1,2026-03-16,LUN,UO_PRUEBA,Operador,S_1130_2130_60,0,etapa3_final
24567890-1,2026-03-17,MAR,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
24567890-1,2026-03-18,MIE,UO_PRUEBA,Operador,S_1130_2130_60,0,etapa3_final
24567890-1,2026-03-19,JUE,UO_PRUEBA,Operador,S_1130_2130_60,0,etapa3_final
24567890-1,2026-03-20,VIE,UO_PRUEBA,Operador,S_0730_1630_60,0,etapa3_final
24567890-1,2026-03-21,SAB,UO_PRUEBA,Operador,S_1130_2130_60,0,etapa3_final
24567890-1,2026-03-22,DOM,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
24567890-1,2026-03-23,LUN,UO_PRUEBA,Operador,S_1130_2130_60,0,etapa3_final
24567890-1,2026-03-24,MAR,UO_PRUEBA,Operador,S_1130_2130_60,0,etapa3_final
24567890-1,2026-03-25,MIE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
24567890-1,2026-03-26,JUE,UO_PRUEBA,Operador,S_0730_1630_60,0,etapa3_final
24567890-1,2026-03-27,VIE,UO_PRUEBA,Operador,S_0730_1430_60,0,etapa3_final
24567890-1,2026-03-28,SAB,UO_PRUEBA,Operador,S_1430_2130_60,0,etapa3_final
24567890-1,2026-03-29,DOM,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-02-23,LUN,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-02-24,MAR,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-02-25,MIE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-02-26,JUE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-02-27,VIE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-02-28,SAB,UO_PRUEBA,Operador,S_0730_1630_60,0,etapa3_final
25123845-8,2026-03-01,DOM,UO_PRUEBA,Operador,S_0830_1730_60,0,etapa3_final
25123845-8,2026-03-02,LUN,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-03-03,MAR,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-03-04,MIE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-03-05,JUE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-03-06,VIE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-03-07,SAB,UO_PRUEBA,Operador,S_0730_1630_60,0,etapa3_final
25123845-8,2026-03-08,DOM,UO_PRUEBA,Operador,S_1230_2130_60,0,etapa3_final
25123845-8,2026-03-09,LUN,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-03-10,MAR,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-03-11,MIE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-03-12,JUE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-03-13,VIE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-03-14,SAB,UO_PRUEBA,Operador,S_0730_1630_60,0,etapa3_final
25123845-8,2026-03-15,DOM,UO_PRUEBA,Operador,S_0830_1730_60,0,etapa3_final
25123845-8,2026-03-16,LUN,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-03-17,MAR,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-03-18,MIE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-03-19,JUE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-03-20,VIE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-03-21,SAB,UO_PRUEBA,Operador,S_0730_1630_60,0,etapa3_final
25123845-8,2026-03-22,DOM,UO_PRUEBA,Operador,S_1230_2130_60,0,etapa3_final
25123845-8,2026-03-23,LUN,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-03-24,MAR,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-03-25,MIE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-03-26,JUE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-03-27,VIE,UO_PRUEBA,Operador,LIBRE,0,etapa3_final
25123845-8,2026-03-28,SAB,UO_PRUEBA,Operador,S_0730_1630_60,0,etapa3_final
25123845-8,2026-03-29,DOM,UO_PRUEBA,Operador,S_1230_2130_60,0,etapa3_final
9876543-1,2026-02-23,LUN,UO_PRUEBA,Administrador de tienda Jr,S_1130_2130_60,0,etapa3_final
9876543-1,2026-02-24,MAR,UO_PRUEBA,Administrador de tienda Jr,S_0800-1430_60,0,etapa3_final
9876543-1,2026-02-25,MIE,UO_PRUEBA,Administrador de tienda Jr,S_1130_2130_60,0,etapa3_final
9876543-1,2026-02-26,JUE,UO_PRUEBA,Administrador de tienda Jr,S_1130_2130_60,0,etapa3_final
9876543-1,2026-02-27,VIE,UO_PRUEBA,Administrador de tienda Jr,S_0800-1430_60,0,etapa3_final
9876543-1,2026-02-28,SAB,UO_PRUEBA,Administrador de tienda Jr,S_1430_2130_60,0,etapa3_final
9876543-1,2026-03-01,DOM,UO_PRUEBA,Administrador de tienda Jr,LIBRE,0,etapa3_final
9876543-1,2026-03-02,LUN,UO_PRUEBA,Administrador de tienda Jr,S_1430_2130_60,0,etapa3_final
9876543-1,2026-03-03,MAR,UO_PRUEBA,Administrador de tienda Jr,S_0730_1430_60,0,etapa3_final
9876543-1,2026-03-04,MIE,UO_PRUEBA,Administrador de tienda Jr,S_1430_2130_60,0,etapa3_final
9876543-1,2026-03-05,JUE,UO_PRUEBA,Administrador de tienda Jr,S_0730_1630_60,0,etapa3_final
9876543-1,2026-03-06,VIE,UO_PRUEBA,Administrador de tienda Jr,S_1130_2130_60,0,etapa3_final
9876543-1,2026-03-07,SAB,UO_PRUEBA,Administrador de tienda Jr,S_1130_2130_60,0,etapa3_final
9876543-1,2026-03-08,DOM,UO_PRUEBA,Administrador de tienda Jr,LIBRE,0,etapa3_final
9876543-1,2026-03-09,LUN,UO_PRUEBA,Administrador de tienda Jr,S_1130_2130_60,0,etapa3_final
9876543-1,2026-03-10,MAR,UO_PRUEBA,Administrador de tienda Jr,S_1130_2130_60,0,etapa3_final
9876543-1,2026-03-11,MIE,UO_PRUEBA,Administrador de tienda Jr,S_0800-1430_60,0,etapa3_final
9876543-1,2026-03-12,JUE,UO_PRUEBA,Administrador de tienda Jr,LIBRE,0,etapa3_final
9876543-1,2026-03-13,VIE,UO_PRUEBA,Administrador de tienda Jr,S_0730_1430_60,0,etapa3_final
9876543-1,2026-03-14,SAB,UO_PRUEBA,Administrador de tienda Jr,S_1130_2130_60,0,etapa3_final
9876543-1,2026-03-15,DOM,UO_PRUEBA,Administrador de tienda Jr,S_0800-1430_60,0,etapa3_final
9876543-1,2026-03-16,LUN,UO_PRUEBA,Administrador de tienda Jr,S_0730_1600_60,0,etapa3_final
9876543-1,2026-03-17,MAR,UO_PRUEBA,Administrador de tienda Jr,S_0730_1500_60,0,etapa3_final
9876543-1,2026-03-18,MIE,UO_PRUEBA,Administrador de tienda Jr,LIBRE,0,etapa3_final
9876543-1,2026-03-19,JUE,UO_PRUEBA,Administrador de tienda Jr,S_1430_2130_60,0,etapa3_final
9876543-1,2026-03-20,VIE,UO_PRUEBA,Administrador de tienda Jr,S_1130_2130_60,0,etapa3_final
9876543-1,2026-03-21,SAB,UO_PRUEBA,Administrador de tienda Jr,S_1430_2130_60,0,etapa3_final
9876543-1,2026-03-22,DOM,UO_PRUEBA,Administrador de tienda Jr,S_1130_2130_60,0,etapa3_final
9876543-1,2026-03-23,LUN,UO_PRUEBA,Administrador de tienda Jr,S_1130_2130_60,0,etapa3_final
9876543-1,2026-03-24,MAR,UO_PRUEBA,Administrador de tienda Jr,LIBRE,0,etapa3_final
9876543-1,2026-03-25,MIE,UO_PRUEBA,Administrador de tienda Jr,S_1130_2130_60,0,etapa3_final
9876543-1,2026-03-26,JUE,UO_PRUEBA,Administrador de tienda Jr,S_1130_2130_60,0,etapa3_final
9876543-1,2026-03-27,VIE,UO_PRUEBA,Administrador de tienda Jr,S_0800-1430_60,0,etapa3_final
9876543-1,2026-03-28,SAB,UO_PRUEBA,Administrador de tienda Jr,S_1430_2130_60,0,etapa3_final
9876543-1,2026-03-29,DOM,UO_PRUEBA,Administrador de tienda Jr,S_0800-1430_60,0,etapa3_final
